id	lastpage	startlanguage	KASSENZULASSUNG[1]	KASSENZULASSUNG[2]	KASSENZULASSUNG[3]	KASSENZULASSUNG[4]	KASSENZULASSUNG[5]	PT[1]	PT[2]	PT[3]	PT[4]	PT[5]	PT2[1]	PT2[2]	KONTAKTANZAHL[SQ001]	KONTAKTANZAHL[SQ002]	KONTAKTANZAHL[SQ003]	KONTAKTANZAHLWENIG[Y001_X001]	KONTAKTANZAHLWENIG[Y001_X002]	KONTAKTANZAHLWENIG[Y001_X003]	KONTAKTANZAHLWENIG[Y002_X001]	KONTAKTANZAHLWENIG[Y002_X002]	KONTAKTANZAHLWENIG[Y002_X003]	KONTAKTANZAHLWENIG[Y003_X001]	KONTAKTANZAHLWENIG[Y003_X002]	KONTAKTANZAHLWENIG[Y003_X003]	KONTAKTANZAHLWENIG[Y004_X001]	KONTAKTANZAHLWENIG[Y004_X002]	KONTAKTANZAHLWENIG[Y004_X003]	KONTAKTANZAHLWENIG[Y005_X001]	KONTAKTANZAHLWENIG[Y005_X002]	KONTAKTANZAHLWENIG[Y005_X003]	KONTAKTANZAHLWENIG[Y006_X001]	KONTAKTANZAHLWENIG[Y006_X002]	KONTAKTANZAHLWENIG[Y006_X003]	KONTAKTANZAHLWENIG2	KONTAKTANZAHLMEHR[Y001_X001]	KONTAKTANZAHLMEHR[Y001_X002]	KONTAKTANZAHLMEHR[Y001_X003]	KONTAKTANZAHLMEHR[Y002_X001]	KONTAKTANZAHLMEHR[Y002_X002]	KONTAKTANZAHLMEHR[Y002_X003]	KONTAKTANZAHLMEHR[Y003_X001]	KONTAKTANZAHLMEHR[Y003_X002]	KONTAKTANZAHLMEHR[Y003_X003]	KONTAKTANZAHLMEHR[Y004_X001]	KONTAKTANZAHLMEHR[Y004_X002]	KONTAKTANZAHLMEHR[Y004_X003]	KONTAKTANZAHLMEHR[Y005_X001]	KONTAKTANZAHLMEHR[Y005_X002]	KONTAKTANZAHLMEHR[Y005_X003]	KONTAKTANZAHLMEHR[Y006_X001]	KONTAKTANZAHLMEHR[Y006_X002]	KONTAKTANZAHLMEHR[Y006_X003]	KONTAKTANZAHLMEHR2	PATGRUPPEN1WELLE	PATGRUPPEN1WELLE2	PATGRUPPEN2WELLE	PATGRUPPEN2WELLE2	PATGRUPPEN3WELLE	PATGRUPPEN3WELLE2	SCHWIERIGKEIT	SCHWIERIGKEIT2[Y001_X001]	SCHWIERIGKEIT2[Y001_X002]	SCHWIERIGKEIT2[Y001_X003]	SCHWIERIGKEIT2[Y002_X001]	SCHWIERIGKEIT2[Y002_X002]	SCHWIERIGKEIT2[Y002_X003]	SCHWIERIGKEIT2[Y003_X001]	SCHWIERIGKEIT2[Y003_X002]	SCHWIERIGKEIT2[Y003_X003]	SCHWIERIGKEIT2[Y004_X001]	SCHWIERIGKEIT2[Y004_X002]	SCHWIERIGKEIT2[Y004_X003]	SCHWIERIGKEIT2[Y005_X001]	SCHWIERIGKEIT2[Y005_X002]	SCHWIERIGKEIT2[Y005_X003]	SCHWIERIGKEIT2[Y006_X001]	SCHWIERIGKEIT2[Y006_X002]	SCHWIERIGKEIT2[Y006_X003]	SCHWIERIGKEIT3	PATBEHANDLUNG[1]	PATBEHANDLUNG[2]	PATBEHANDLUNG[3]	PATBEHANDLUNG[0]	FINANZEN[1]	FINANZEN[2]	FINANZEN[0]	FINANZEN[other]	KV[1]	KV[2]	KV[3]	KV[4]	KV[5]	KV2	POSITIVPAT	POSITIVPERSONAL	PRAXISSCHLIESSUNG	IMPFUNG	IMPFUNG2	EINWEISUNG[Y001]	EINWEISUNG[Y002]	EINWEISUNG[Y003]	REDUKTIONEINWEISUNG[1]	REDUKTIONEINWEISUNG[2]	REDUKTIONEINWEISUNG[3]	REDUKTIONEINWEISUNG[4]	REDUKTIONEINWEISUNG[5]	REDUKTIONEINWEISUNG[6]	REDUKTIONEINWEISUNG[7]	REDUKTIONEINWEISUNG[other]	BETREUUNG	BETREUUNG2	WENIGBESUCH[1]	WENIGBESUCH[2]	WENIGBESUCH[3]	WENIGBESUCH[4]	WENIGBESUCH[5]	WENIGBESUCH[6]	WENIGBESUCH[7]	WENIGBESUCH[8]	WENIGBESUCH[other]	EINWEISUNGHEIM	EINWEISUNGHEIM2[1]	EINWEISUNGHEIM2[2]	EINWEISUNGHEIM2[3]	EINWEISUNGHEIM2[4]	EINWEISUNGHEIM2[5]	EINWEISUNGHEIM2[6]	EINWEISUNGHEIM3[1]	EINWEISUNGHEIM3[2]	EINWEISUNGHEIM3[3]	EINWEISUNGHEIM3[4]	EINWEISUNGHEIM3[5]	EINWEISUNGHEIM3[6]	EINWEISUNGHEIM3[7]	EINWEISUNGHEIM3[8]	EINWEISUNGHEIM3[9]	TELEMED[Y001_X001]	TELEMED[Y001_X002]	TELEMED[Y001_X003]	TELEMED[Y001_X004]	TELEMED[Y001_X005]	TELEMED[Y002_X001]	TELEMED[Y002_X002]	TELEMED[Y002_X003]	TELEMED[Y002_X004]	TELEMED[Y002_X005]	TELEMED[Y003_X001]	TELEMED[Y003_X002]	TELEMED[Y003_X003]	TELEMED[Y003_X004]	TELEMED[Y003_X005]	TELEMEDPAT[SQ001]	TELEMEDPAT[SQ002]	TELEMEDPAT[SQ003]	TELEMEDPAT[SQ004]	TELEMEDPAT[SQ005]	TELEMEDPAT[SQ006]	TELEMEDPAT[SQ007]	POSTCOVID	POSTCOVID2	PSYCHOPATHO[1]	PSYCHOPATHO[2]	PSYCHOPATHO[3]	PSYCHOPATHO[4]	PSYCHOPATHO[5]	PSYCHOPATHO[6]	PSYCHOPATHO[7]	PSYCHOPATHO[8]	PSYCHOPATHO[9]	PSYCHOPATHO[10]	PSYCHOPATHO[11]	PSYCHOPATHO[12]	PSYCHOPATHO[13]	PSYCHOPATHO[14]	PSYCHOPATHO[other]	POSTCOVIDBEH[1]	POSTCOVIDBEH[2]	POSTCOVIDBEH[3]	POSTCOVIDBEH[4]	POSTCOVIDBEH[5]	POSTCOVIDBEH[6]	POSTCOVIDBEH[7]	POSTCOVIDBEH[8]	POSTCOVIDBEH[other]	GOODPRACTICE
36	9	de			Y										2	1	1																					1	1		1	1			1					1						1	Panikstörungen sowie depressive Störungen traten häufiger auf, des weiteren Überlastungsreaktionen. Die Patienten war sehr sozial isoliert	0		0		1	1	1	1		1										1					Y	Y			Y	Y			2	1	1	2	1	Information gab es genügend, die Umsetzung jedoch blieb uns ohne Unterstützung überlassen.	1	0		Bei den nicht gut informierten und im unteren Bildungs- und Einkommensniveau lebenden Patienten.	Mehr Impfstoff sowie eine adäquate Entlohnung der Impfungen und des Personals, welches dazu notwendig ist.	2	2	2									1	2	Y									2																	1						1			1					2	1	1	2	2	2	2	1	300					Y		Y	Y	Y	Y	Y					Y	Y				Y				Die Notwendigkeit der organisatorischen Umstrukturierung der Praxis, die Notwendigkeit mit weniger Personal (Krankheit, Ausfälle, Quarantäne) mehr Arbeit zu leisten. Good practice war das Erlernen des ständigen Umdenkens und der maximalen Flexibilität.
37	9	de	Y				Y	Y	Y				Y		1	1	1																				1	1	1				1	1	1											1	Ich bin seit über 20 Jahren spezialisiert auf die Behandlung von psychischen Erkrankungen in Schwangerschaft und Wochenbett. Viele Mütter, die ich lange nicht gesehen hatte, sind zurückgekehrt mit wieder- oder neu aufgetretenen Beschwerden bzw.  massiven Erschöpfungssymptomen.	1	s.o.	1	s.o. in nochmal deutlich gesteigertem Ausmaß	1					1	1		1	1								1	1					Y			Y		2	2	2	1	2		0	0		Meine Patienten/innen sind bisher bis auf ganz wenige Ausnahmen sehr impfbereit.	viel persönliche Aufklärungsarbeit, Strukturen sind vorhanden	2	2	2									0																											1					1					1												0																										Wir haben die Zeitabstände zwischen den Terminen vergrößert, um immer nur wenige Patienten in der Praxis zu haben. Nachteil etwas längere Arbeitszeiten, aber sehr viel entspannteres Arbeiten (ich arbeite in einer neurologisch-psychiatrisch- psychotherapeutischen Praxisgemeinschaft).
38	9	de	Y				Y		Y				Y		2	3	1														1								1			1			1		1	1	1	1	1					1	"Mehr Kontakte
Stat Aufnahme erforderlich, aber keine Betten"	1	Siege oben	1	Akut krank, aber kein Bett	1	1	1	1	1	1	1														Y	Y	Y		Y				1	1	2	1	1		1	1	0	F 20	Impfstoff für meine Praxis	1	1	1		Y		Y					1	3										1	Y	Y	Y							Y		Y					1				1					1					1	1	1	1	2	1	2	1	Mehr als 15	Y	Y			Y	Y	Y									Y				Y	Y	Y		Stationäre neurologische Diagnostik	Sehr viele Kontakte bekannter Patienten, trauernde Angehörige,  Patienten verstorben.
39	9	de	Y				Y		Y				Y		3	2	2										1																													0		0		0		2																							Y			Y		1	1	1	1	1		1	1	0			1	1	1	Y	Y		Y					1	3										2																		1					1			1					1	1	1	1	1	1	2	1	3	Y				Y						Y					Y	Y			Y					
40	9	de			Y										2	2	2																																							1	Angstpatienten und Patienten mit psychosenahen und psychotischen Erkrankungen nutzten mehr die Telefonsprechstunde	1	Sämtliche Patienten nutzten die zusätzliche angebotene Telefonsprechstunde mehr (Präsenzkontakte und Telefonkontakte)	1	Insgesamt auch hier deutlich mehr zusätzliche Telefonkontakte	0																				Y	Y	Y				Y		2	2	1	1	1	Angaben gelten für die erste Welle, im Verlauf gute Versorgung	1	0		Patienten mit wahnhaften Erkrankungen oder Schizophrenie. querulatorische Persönlichkeitsstörung	Impfung in Heimeinrichtungen und und Rehawerkstätten/Tagesstätten/Kliniken.	1	1	1	Y	Y		Y				Entlastung der Kliniken	1	1										2																	1		1				1			1					2	2	2	2	2	2	2	1	2		Y			Y	Y	Y				Y		Y			Y	Y		Y	Y	Y	Y			"Mehr Gespräche mit dem Personal, Schulungen, Schutz und Honorierung des Personals.
Kontaktaufnahme mit Patienten, die Termine versäumt haben.
telefonische Erinnerung der Patienten an den Termin am Folgetag, um die Anzahl der wartenden Patienten und Angehörigen in der Praxis zu reduzieren.
Notfallbehandlung nach telefonischer Voranmeldung zu bestimmten Uhrzeiten"
41	8	de				Y									3	1	1	1												1	1		1			Neugründung während Corona , viele Patienten ging nicht zu Hausarzt , somit weniger Zuweisungen		1	1		1	1		1	1		1	1		1	1					2		1	Patienten hatten entweder Corona mit nun Folge Beschwerden , Erkrankungen hinausgezögert aus Angst vor einer Ansteckung , coronabedingte „kollateral Schäden „ —> Einsamkeit / Trauerreaktion / Überlastung / Zukunftsangst	1	Es waren nun vermehrt auch Patienten zur Standart Abklärung , welche in der ersten Welle nicht kamen	1		1	1		1	1									1		1	1	Kaum HeimatnaheMöglichkeiten für schnelle Psychotherapie , die könnte / hätte einiges abfangen können			Y		Y	Y		Neugründerin, kein Hilfen/Unterstützung  bekommen ( der“ Schutzschirm„  betrug ca. 70 Euro !)	2	2	2	1	1	"In der erste Welle hat man sich alleine gefühlt aber im Verlauf fand ich hat die kv sehr gut und viel informiert . 
Ab Mai würde ich die ersten drei Fragen mit Ja beantworten 
Hilfe war der Berufsverband"	1	0			Guten Hausarzt / Facharzt der an seine Patienten denkt und sie informiert / anruft	4	3	3									1	3										1					Y													1					1	1				1	1		3	1	1	2	1	1	1	1	Ca 10	Y	Y				Y	Y		Y		Y					Y	Y			Y	Y	Y			
42	9	de			Y										2	2	2																																							0		0		0		0																							Y			Y		1	1	1	1	1		1	0		Pat mit paranoider Störung	Aufsuchende Impfteams	2	2	2									1	3										2																1					1					1												1	2					Y		Y									Y	Y								
43	9	de	Y		Y	Y									2	1	1																				1				1				1		1		1							0		1	Mehr Kontakt, depression 40-60j	1	Ängste, Depression, mehr Kontakte 30-70, Isolation mit reaktiver Depression bei jungeren20-40	1	1	1	1		1	1							1	1						Y	Y	Y		Y				2	1	2	1	1		1	1	1	Psychosen	Sozialpsychiatrische Begleitung	1	1	1	Y			Y		Y			1	2	Y									2																		1	1				1	1						1	3	1	1	2	2	1	3	0																										Sehr schlechte Kommunikation seitens der Kliniken zu Ebtlassplanung,, kaum Möglichkeiten Patienten überhaupt in stationäre Behandlung zu bringen schlechte Kommunikation mit ambulanten Einrichtungen des LVR
44	9	de			Y										2	2	2																																							1	Mehr psychiatrische Kontakte	2		1	Mehr psychiatrische Kontakte	1	1					1																Y				Y		1	1	1	2	2		1	1	1	Schizophrenie-Patienten	Die Schwierigkeiten liegen an der Erkrankung selbst	1	2	1	Y	Y							1	3										2																	1		1				1	1		1					2	1	1	2	2	1	2	0																										Vermehrt lieferprobleme von Medikamenten in der Pandemie
45	9	de	Y			Y									3	3	3	1												1	1	1																								0		0		0		1				1	1	1							1	1	1	1	1	1	Vorgesehene Kontrolluntersuchungen konnten wegen Quarantäne nicht durchgeführt werden. Andere Patienten blieben grundsätzlich vorwiegend zu Hause, wegen Angst vor Ansteckung, besonders solche, bei denen ohnehin bereits Rückzugstendenzen, Agoraphobie und andere Angststörungen bestanden. Dies betraf vor allem chronisch Kranke.				Y	Y				1	1	1	1	1		0	0		"bei Impfgegnern und Corona-Leugnern. Außerdem bei Patienten, die durch bösartige Fehlinformationen/""Fake-News""/und die Diskussionen über AstraZeneca stark verunsichert und nicht in der Lage sind, sich ein sachliches Urteil zu bilden, dabei handelt es sich eher um die Patienten mit geringerer Intelligenz und wenig Schulbildung."	die Strukturen und Maßnahmen, die es bereits gibt. Natürlich wäre es wünschenswert gewesen, wenn die Impfungen durch die niedergelassenen Ärzte bereits früher begonnen hätten. Und natürlich muss genügend Impfstoff zur Verfügung stehen. Auch die Betriebsärzte wären hervorragend geeignet, bereits jetzt in großem Umfang Impfungen durchzuführen - soweit genug Impfstoff vorhanden wäre.	1	1	1	Y			Y	Y				1	3										2																		1			1					1					2	2	2	2	2	2	2	1	50				Y	Y	Y	Y	Y	Y	Y	Y	Y			posttraumatische Belastungsstörungen und schwerste Schuldgefühle nach Ansteckung enger Bezugspersonen (z. B. Ehepartner), wenn diese einen lebensbedrohlichen Verlauf hatten oder durch COVID-19 verstorben waren	Y				Y					"Besuche in Pflegeheimen: insgesamt gleiche Häufigkeit, jedoch andere ""Zusammensetzung"": geplante Routinevisiten fielen aus, wenn ein Wohnbereich unter Quarantäne stand, dafür kam es häufiger zu dringlichen Einzelbesuchen. Das bedeutete einen höheren Zeit- und Organisationsaufwand. Finanzielle Einbußen hauptsächlich bei Privatpatienten, da Kontakte und Untersuchungen verschoben und auf das Nötigste beschränkt wurden. Dies wirkt sich bei GKV-Patienten wegen des pauschalen Abrechnungssystems weniger aus. Bei mir etwa 10 Prozent weniger GKV-Patienten in der Zeit 3-5/2020 und seit 10/2020. Stationäre Reha-Behandlungen fielen oft aus oder wurden verschoben, wenn Kliniken geschlossen waren, dadurch verlängerten sich Krankschreibungen."
47	9	de	Y			Y									2	2	2																																							2		2		2		1	1	1	1													1	1	1	Seltenere Inanspruchnahme einer stationären Behandlung				Y			Y		1	1	2	1	1		1	0			Aufklärung, z.B. auch durch den Psychiater	1	1	1	Y	Y			Y	Y			1	2	Y	Y								3																	1				1					1					2	2	2	2	2	2	2	1	3						Y																		Überweisung zur Post-Covid-Sprechstunde der Uni	
49	9	de	Y			Y									3	2	1	1												1									1												1			1	neu diagn. Post-Covid-Syndrom, Verschiebung vieler Termin von 1. und 2. Welle	2		2		2		1													1	1						Y	Y	Y				Y		1	2	2	1	1		1	0		Sozial isolierte Gruppen, Pat. mit prod. psychot. Symptomatik und schweren Antriebsstörungen	Vereinfachte Verfügbarkeit von Impfterminen, direkte Ansprache durch Fachpersonal fördern sowie aktiv zur Impfung mobilisieren bzw. diese empfehlen	1	1	1	Y	Y		Y				Zurückhaltung meinerseits zur Entlastung der KollegInnen in den stationären Bereichen	1	3										2																	1		1				1	1		1					2	1	1	2	1	1	1	1	ca. 3-6	Y				Y	Y					Y					Y	Y			Y	Y	Y		Off-Label-Behandlung mit Amantadin (nach ausführlicher Aufklärung)	
50	9	de	Y			Y	Y	Y					Y		2	2	1																						1						1											1	Angsterkrankungen, Depressionen, Epilepsie	1	Ängste, Ältere mit fehlneden soz. Kontakten	1	Zunahme jüngerer Patienten / Frauen	1		1	1			1															Y	Y				Y		2	2	2	1	1		1	0		Schizophrenie	Impfungen über Psychiatrische Institutsambulenzen	2	2	2									1	2	Y	Y								1					Y												1				1							1			1	1	1	2	2	1	1	1	5	Y					Y	Y									Y			Y	Y					Diskrepanz in der Impfverordnung zwischen Anmeldung in Impfzentren ( Psychische Erkrankung JA/NEIN) und Wunsch nach HOher Priorität und deren Bestätigung  ( nur schwere psychische Erkrankungen)
51	9	de	Y				Y		Y				Y		2	2	2																																							0		0		1	"Angststörungen, paranoide Persönlichkeitsstörungen/ - akzentuierungen, Patienten mit Begleiterkrankungen (Krebs, COPD u.ä.)
Eltern"	0																					Y					Y		2	2	2	1	1	Es gab sehr viel Klärungs-, Beratungs-und Informationsbedarf seitens der Patienten. Das ist in Ordnung. Das ist u.a. unsere Aufgabe (Obwohl es sehr viel zeit erfordert hat!). Die öffentlichen Gesundheitsdienste, Politiker, und auch Ärzte haben in öffentlichen Medien zu wenig sachliche Informationen geliefert. Zum Beispiel wurde sehr schlecht über Infektionswege, Maßnahmen ... kommuniziert. Über Impfungen im Allgemeinen, über Impfung gegen Covid, über normale Impfreaktionen usw. ist die breite Masse der Bevölkerung schlecht, falsch oder gar nicht informiert. Das war/ ist wenig hilfreich und gefährlich!	0	0		Nach meinem bisherigen Informationsrücklauf haben sich meine Patienten mit Attest impfen lassen... Probleme gab es am ehesten bei schwer (z.T. vielleicht ein Impfzentrum auch mittelgradig ) depressiven Patienten. Diese waren oftmals schlicht mit der Anmeldung/ Terminvereinbarung überfordert! !!  Diese Patienten waren oft auch kaum oder nicht in der Lage ihre Eltern bei einem Impftermin zu unterstützen.	vielleicht eine Impfstelle am Gesundheitsamt oder an einer PIA oder Ähnliches (z.Bsp. mit Unterstützung des DRK), wo man solche überforderten Bürger zuweisen kann als Facharzt. Ich persönlich wäre durchaus bereit bei solch einer Impfaktion als Ärztin zu helfen. da könnte man einmal wöchentlich zum Beispiel impfen	2	1	1	Y	Y	Y	Y					1	3										2																		1			1					1					1	1	1	1	1	1	1	0																										"Telefonate, Rezepte per Post
Der überwiegende Teil meiner Patienten wollte den persönlichen Kontakt. Sie wollten die Wohnung verlassen und zum Psychiater kommen können."
52	9	de	Y				Y		Y				Y		2	2	2																																							2		2		2		1	1	1	1	1	1	1										1	1	1	"1. Welle: Deutlich vermehrtes „ Angstlevel“
2. Welle: Unverständnis 
3. Welle: Depressionen/ Burn out"	Y	Y	Y				Y		2	2	2	2	2		1	1	0	Soziale/agoraphobische Ängste, Schizophrenie-Patienten		1	1	1	Y			Y					0																													1	1				1	1		1					1	1	1	2	2	1	2	1	ca. 10				Y	Y	Y	Y		Y	Y	Y		Y		Vermehrter Suchtdruck	Y	Y		Y						
54	9	de			Y										2	2	2																																							1	"Ältere etwas seltener > 70 J. mehr Telefonkontakte
Angstpatienten seltener mehr Tel.kontakte"	0		0		1		1	1		1	1		1						1	1					Y	Y	Y				Y		1	2	2	2	1	nein	1	0		Demenz, Depression alleinstehend, kaum Kontakte	Aufsuchende Impfteams	1	1	1				Y		Y			1	2	Y				Y	Y	Y			2																		1	1		1					1					1	1	1	1	1	1	1	1	10	Y	Y			Y	Y	Y						Y			Y				Y	Y	Y			Distanzhaltung in der Praxis, Frage wie Wartezeiten am Termintag optimieren (verkürzen).
55	9	de			Y	Y									2	2	2																																							0		0		1	"Mehr jüngere Menschen; 20-30 J."	0																							Y			Y		2	2	2	2	2	Einschränkend: ich bin im MVZ angestellt	0	0		Schwere chronische  Psychosen, wenn die soziale Unterstützung fehlt	"Siehe oben; ferner ausreichende hausärztliche Vigilanz;"	2	2	2									1	2	Y									2																		1			1					1					1	1	1	2	2	1	1	1	2 junge Frauen					Y	Y					Y					Y					Y				Die Praxis ist aufgrund enger räumlicher Verhältnisse für die Situation nicht geeignet. Wir haben versucht, das Beste daraus zu machen. Es gab in der 1. und 2. Welle häufig Absagen, in der 3. nicht mehr. Z.T. musste auf ausreichenden MNS hingewiesen werden.
56	9	de	Y												2	2	1																				1	1	1		1	1	1	1	1		1									1	weniger Kontakte, v.a. Patienten aus den Diagnosegruppe F3 und F4, eher ältere Patienten	0		0		1		1	1		1	1											1	1	"Zunahme des schon zuvor deutlich ausgeprägten Versorgungsmangels im Bereich Psychotherapie
v.a. in der ersten Welle fehlende Verfügbarkeit psychosozialer Angebote, z.B. ABW, SPDI, Tagesstätte, pWfB"	Y						Y		2	1	2	1	1		1	0		F2, F4 (v.a. Angststörungen)	Impfangebote in den komplementären psychosozialen Einrichtungen	1	1	2	Y	Y		Y					1	2	Y	Y								2																		1	1				1	1				1	1		1	1	2	2	2	1	2	0																										
58	9	de			Y		Y		Y				Y		2	2	2																																							1	Alte vorbekannte Patienten hatten weniger Kontakt	1	Alte vorbekannte Patienten hatten weniger Kontakt	0		2																							Y			Y		1	1	1	1	1		0	0		keine	genug Impfstoff in den betreuenden Facharztpraxen und ausreichende Vergütung für den Mehraufwand	2	2	2									0																													1					1			1					1	1	2	2	1	1	1	1	5	Y				Y	Y										Y	Y								Verminderung der Anzahl von Begleitpersonen, Lüftung, Luftreinigung, Masken auch im Aufenthaltsraum, Beschränkung der Nutzung / Schichten im Aufenthaltsraum
59	9	de	Y				Y	Y				Y	Y		2	2	2																																							0		0		0		1																1	1		Ausfall der ambulanten Betreuungsangebote( v.a ABW, Spdi, WfbM, Tagesstätte , gerontopsyciatrische Tagesstätte, musste in meiner Praxis aufgefangen werden , um Dekompensationen zu verhindern	Y						Y		2	2	2	2	1	Quarantäne Regelungen, Hygiene regeln zum Teil eher aus der Tsgespresse erfahren, als von KVB	1	1	0	Keine, wurde durchgehend in Anspruch genommen	Informationen in Arztpraxen, hier wäre Aufklärungsmaterial zum Auslegen  oder ein Plakat für Wartezimmer sinnvoll .Ebenso eine Vorlage für Priorsierungsattest.  Hier kam von KV nichts.	2	2	2									1	1										2																	1				1					1					2	2	2	2	2	2	2	0																										Sms-Kontakt und 10-min- Telefon Kontaktewurde intensiviert, dies habe ich ( kostenlos) schon vor Pandemie angeboten. Ersetzt nicht grundsätzlich persönlichen Kontakt. Ist aber als Zusatz sehr hilfreich, spart ( gerade im ländlichen Raum) unnötige Autofahrten und Wartezeiten in der Praxis.  Kostenübernahme sollte beibehalten werden.
60	9	de	Y												2	2	2																																							0		0		0		1			1			1												1	Vermehrte Nachfrage nach Impfattesten				Y			Y		2	2	2	2	1		1	0		Patienten mit Schizophrenie und Demenz-Kranke	Hausarzt-Anbindung	1	1	4	Y	Y		Y					0																												1		1		1					1					1	2	2	2	2	1	2	1	ca. 5	Y	Y			Y	Y	Y				Y		Y			Y	Y				Y	Y			
61	9	de	Y	Y	Y	Y	Y		Y				Y		3	1	1													1								1	1		1	1		1	1		1	1								1	alle Ptientengruppen	1	mehr Kontakte, alle Patientengruppen,  schwerpunktmässig ältere Patienten	1	s. oben	1		1	1	1	1	1															Y	Y				Y		1	1	2	1	1		0	1	0	Unsicherheit bei MS Patienten		1	1	2	Y	Y			Y				1	2	Y									1	Y	Y	Y				Y			Y								1			1					1					2	1	2	2	2	1	2	1	wenige	Y			Y	Y	Y	Y			Y	Y		Y			Y	Y				Y	Y			"Aufklärung , Beruhigung Verlängerte Krankschreibung der Patienten, Einbeziehung des Umfeldes 
eigene Psychohygiene"
62	9	de	Y				Y		Y				Y		2	2	2																																							1	PatientInnen mit z. B. Angststörungen oder Depressionen kamen z.T. nicht mehr.  Viele Anfragen von neuen Pat.  Viele Pat. wollten Video-oder Telefonkontakte.	0		1	Viele junge Menschen baten um Termine. Oft sehr verzweifelt.	1	1		1			1							1									Y				Y		2	2	2	2	1	Alle Informationen von der KV kamen lange,  nachdem wir die Maßnahmen selber organisiert hatten.	0	0		Personen mit F20 Diagnose ohne Betreuer. MigrantInnen. Menschen, die in sozialen Brennpunkten leben.	Aufsuchende Impfteams. Mehrsprachige Informationen.	2	2	3									1	3										2																		1	1				1	1				1	1		1	2	2	2	2	2	2	0																										Gutes, frühes Hygienekonzept. Aktive Kontaktaufnahme, wenn PatientInnen nicht kamen, aus Angst. So weiter arbeiten, dass wir nicht „gerettet“ werden mussten.
63	9	de	Y	Y			Y		Y				Y	Y	2	1	1																					1	1	1	1	1	1	1	1			1	1	1			1		Angsterkrankungen nahmen zu.  Ablenken war schwierig z. B. Bei Schmerzsyndrom, mehr Sucht erhalte..	1	Zwangspat.  Blieben zuhause, Angstpat. Nahmen zu.	1	S. O.	1	S. O.	1				1	1	1							1	1	1						Y	Y				Y		1	1	1	1	2	Gruppen sollten alle in Einzeltherapien umgewandelt werden.	0	0		Querdenker und Impfgegner	Auch SPZ und beschützte Werkstätten müssen geimpft werden.	1	1	1	Y	Y							0																											1					1						1		1		1	1	1	2	2	1	1	0																										Weiter Gruppen gegen u. a. Vereinsamung angeboten
64	9	de	Y												2	2	1																						1					1	1			1	1	1	1					0		0		0		1		1	1		1	1											1	1	Therapeutische Angebote in stationären Einrichtungen wurden stark heruntergefahren, Wartezeiten für stationäre Aufnahmen waren länger	Y	Y	Y				Y		1	2	2	2	1		0	0			Aufklärung und Erleichterung beim Zugang	1	1	1	Y	Y		Y					1	3										2																	1						1			1					1	1	2	2	2	1	1	0																										
67	9	de	Y												2	2	2																																							1	Angsterkrankungen	1	Zum Teil mehr, zum Teil weniger	1	Chronisch Kranke	1	1		1	1		1				1						1			Die psychiatrischen Klinken waren praktisch geschlossen.	Y		Y				Y		1	1	1	1	1		1	0		Psychose	Impfung in Einrichtungen	1	2	3		Y		Y					0																												1		1		1					1					1	1	1	2	2	1	1	0																										Einige PatientInnen konnten keine Maske tragen und wurden trotz Attest angefeindet und stigmatisiert.
68	9	de	Y				Y	Y					Y		3	3	2	1	1	1	1	1	1	1	1					1																										1		1		1	Mehr neue Pat.	1			1			1																	Y	Y				1	2	2	1	1		1	0		"Menschen mit Psychosen (akut und chronischen )
Bildungsferne untere soziale Schichten 
F31 und 33 waren eigentlich weniger betroffen - Menschen ohne Internet Kenntnisse sehr"	Anrufen anschreiben aufsuchen	2	2	2									0																													1					1			1					1	1	1	3	3	1	3	0																										Ich musste erstmals viele neue Patienten ablehnen bzw. habe mehr ausgewählt
69	9	de			Y										2	2	2																																							0		0		2		1		1	1		1											1	1	1	Wunsch nach stationärer, teilstationärer und Rehabilitationsmaßnahmen(psychosomatisch) konnte nicht oder nur mit erheblichen Verzögerungen erfüllt werden.				Y			Y		1	2	2	1	2		1	0		Schizophrenie, schwere Depression, Manie	"fachärztliche Aufhebung der Impfpriorität bezogen auf das Patientenalter; Impfung in der Klinik"	1	1	4	Y			Y				"Unzureichende Kapazität der Klinik aufgrund der pandemiebedingten Einschränkungen; covid in der Klinik, Quarantäne"	1	3										3																	1					1						1			1	1	3	2	2	2	2	0																										Bei gutem Hygienekonzept gab es wenig Beeinträchtigungen des Zugangs zur Praxis. Wir haben bereits Patienten mit schweren psychischen Erkrankungen ein Impfangebot gemacht und geimpft.
70	9	de	Y				Y	Y					Y		2	2	2																																							0		0		0		0																				Y	Y	Y				Y		1	1	1	1	1		0	0		Psychot. Grunderkrankung mit erheblichem Misstrauen oder auf Grund mangelnder Strukur und Selbsfürsorge keine Inanspruchnahme	z. B. Impfungen vor Ort in Obdachlosenheimen (für psych. Erkrankte)	1	1	1	Y	Y		Y					0																													1			1					1					1	1	1	2	2	1	1	0																										
71	9	de	Y		Y		Y		Y				Y		2	2	2																																							0		0		0		1	1	1	1		1	1																	Y			Y		1	1	2	2	1		0	0		Suchtkranke, residual Schizophrene	Imfung durch uns	1	1	1	Y	Y		Y					1	2	Y									2																	1				1					1					2	1	1	1	1	1	1	1	4	Y				Y	Y				Y			Y			Y					Y				Massiver Burnout von Eltern durch Homeschooling und die damit verbundenen Probleme
